flight_id,airline,source,destination,departure_time,arrival_time,duration_minutes,is_overnight,duration_anomaly,duration_corrected,departure_date,departure_hour,route
6F185,INDIGO,CCU,DEL,2026-04-18 07:49:41.703,2026-04-18 10:08:41.703,139.0,False,False,False,2026-04-18,7,CCU → DEL
6F186,INDIGO,HYD,BOM,2026-04-17 21:48:41.703,2026-04-18 02:02:41.703,254.0,True,False,False,2026-04-17,21,HYD → BOM
6F187,INDIGO,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0,False,False,False,2026-04-20,3,BOM → MAA
6F188,INDIGO,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,282.0,False,False,False,2026-04-20,14,DEL → HYD
6F189,INDIGO,MAA,BLR,2026-04-18 20:08:41.703,2026-04-18 21:51:41.703,103.0,False,False,False,2026-04-18,20,MAA → BLR
6F190,INDIGO,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,274.0,True,False,False,2026-04-20,20,DEL → MAA
6F191,INDIGO,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,30.0,False,False,False,2026-04-20,14,BLR → DEL
6F192,INDIGO,CCU,BLR,2026-04-18 12:20:41.703,2026-04-18 16:45:41.703,265.0,False,False,False,2026-04-18,12,CCU → BLR
6F193,INDIGO,BOM,MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0,False,False,False,2026-04-20,0,BOM → MAA
6F194,INDIGO,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,118.0,False,False,False,2026-04-20,16,BOM → CCU
6F195,INDIGO,CCU,DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,55.0,False,False,False,2026-04-20,21,CCU → DEL
6F196,INDIGO,CCU,MAA,2026-04-20 23:04:41.703,2026-04-21 00:47:41.703,103.0,True,False,False,2026-04-20,23,CCU → MAA
6F197,INDIGO,BOM,BLR,2026-04-18 17:59:41.703,2026-04-18 22:44:41.703,285.0,False,False,False,2026-04-18,17,BOM → BLR
6F198,INDIGO,HYD,BLR,2026-04-17 12:40:41.703,2026-04-17 17:39:41.703,299.0,False,False,False,2026-04-17,12,HYD → BLR
6F199,INDIGO,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,False,False,False,2026-04-19,15,DEL → MAA
6F200,INDIGO,HYD,DEL,2026-04-17 14:54:41.703,2026-04-17 19:41:41.703,287.0,False,False,False,2026-04-17,14,HYD → DEL
6F201,INDIGO,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0,False,False,False,2026-04-20,2,CCU → BOM
6F202,INDIGO,HYD,BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0,False,False,False,2026-04-19,20,HYD → BLR
6F203,INDIGO,BLR,HYD,2026-04-18 11:05:41.703,2026-04-18 12:56:41.703,111.0,False,False,False,2026-04-18,11,BLR → HYD
6F204,INDIGO,DEL,CCU,2026-04-17 13:23:41.703,2026-04-17 16:04:41.703,161.0,False,False,False,2026-04-17,13,DEL → CCU
6F205,INDIGO,HYD,BOM,2026-04-17 22:16:41.703,2026-04-18 00:02:41.703,106.0,True,False,False,2026-04-17,22,HYD → BOM
6F206,INDIGO,DEL,BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0,False,False,False,2026-04-19,16,DEL → BOM
6F207,INDIGO,BOM,HYD,2026-04-17 16:59:41.703,2026-04-17 21:00:41.703,241.0,False,False,False,2026-04-17,16,BOM → HYD
6F208,INDIGO,CCU,BOM,2026-04-18 08:27:41.703,2026-04-18 11:34:41.703,187.0,False,False,False,2026-04-18,8,CCU → BOM
6F209,INDIGO,MAA,CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,300.0,False,False,False,2026-04-20,8,MAA → CCU
6F210,INDIGO,HYD,DEL,2026-04-18 11:51:41.703,2026-04-18 15:58:41.703,247.0,False,False,False,2026-04-18,11,HYD → DEL
6F211,INDIGO,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,False,False,False,2026-04-19,11,MAA → BLR
6F212,INDIGO,BLR,CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,282.0,False,False,False,2026-04-19,6,BLR → CCU
6F213,INDIGO,BLR,BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,207.0,True,False,False,2026-04-20,21,BLR → BOM
6F214,INDIGO,BOM,CCU,2026-04-19 01:21:41.703,2026-04-19 05:20:41.703,239.0,False,False,False,2026-04-19,1,BOM → CCU
6F215,INDIGO,DEL,BLR,2026-04-17 13:00:41.703,2026-04-17 17:30:41.703,270.0,False,False,False,2026-04-17,13,DEL → BLR
6F216,INDIGO,BLR,DEL,2026-04-17 21:58:41.704,2026-04-18 02:51:41.704,293.0,True,False,False,2026-04-17,21,BLR → DEL
6F217,INDIGO,BLR,BOM,2026-04-18 05:13:41.704,2026-04-18 08:01:41.704,168.0,False,False,False,2026-04-18,5,BLR → BOM
6F218,INDIGO,BLR,BOM,2026-04-17 15:16:41.704,2026-04-17 19:03:41.704,227.0,False,False,False,2026-04-17,15,BLR → BOM
6F219,INDIGO,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,False,False,False,2026-04-19,10,MAA → DEL
6F220,INDIGO,HYD,BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,58.0,False,False,False,2026-04-19,10,HYD → BOM
6F221,INDIGO,MAA,DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,212.0,False,False,False,2026-04-19,5,MAA → DEL
6F222,INDIGO,HYD,MAA,2026-04-18 14:01:41.704,2026-04-18 16:11:41.704,130.0,False,False,False,2026-04-18,14,HYD → MAA
6F223,INDIGO,MAA,BLR,2026-04-17 16:47:41.704,2026-04-17 17:21:41.704,34.0,False,False,False,2026-04-17,16,MAA → BLR
6F224,INDIGO,DEL,MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0,False,False,False,2026-04-19,16,DEL → MAA
6F225,INDIGO,HYD,CCU,2026-04-18 07:33:41.704,2026-04-18 12:12:41.704,279.0,False,False,False,2026-04-18,7,HYD → CCU
6F226,INDIGO,DEL,BOM,2026-04-19 00:38:41.704,2026-04-19 02:55:41.704,137.0,False,False,False,2026-04-19,0,DEL → BOM
6F227,INDIGO,MAA,BOM,2026-04-18 13:16:41.704,2026-04-18 17:41:41.704,265.0,False,False,False,2026-04-18,13,MAA → BOM
6F228,INDIGO,HYD,MAA,2026-04-18 04:36:41.704,2026-04-18 09:27:41.704,291.0,False,False,False,2026-04-18,4,HYD → MAA
6F229,INDIGO,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,80.0,False,False,False,2026-04-20,13,MAA → DEL
6F230,INDIGO,CCU,BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0,False,False,False,2026-04-20,3,CCU → BLR
6F231,INDIGO,HYD,MAA,2026-04-18 01:16:41.704,2026-04-18 05:43:41.704,267.0,False,False,False,2026-04-18,1,HYD → MAA
6F232,INDIGO,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,103.0,False,False,False,2026-04-20,10,MAA → BLR
6F233,INDIGO,BLR,BOM,2026-04-18 23:56:41.704,2026-04-19 03:53:41.704,237.0,True,False,False,2026-04-18,23,BLR → BOM
6F234,INDIGO,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,171.0,False,False,False,2026-04-20,11,BOM → DEL
6F235,INDIGO,HYD,MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,165.0,False,False,False,2026-04-19,11,HYD → MAA
6F236,INDIGO,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,199.0,False,False,False,2026-04-20,20,BOM → DEL
6F237,INDIGO,HYD,MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0,True,False,False,2026-04-19,21,HYD → MAA
6F238,INDIGO,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,48.0,False,False,False,2026-04-20,8,BOM → DEL
6F239,INDIGO,CCU,BOM,2026-04-17 15:24:41.704,2026-04-17 17:37:41.704,133.0,False,False,False,2026-04-17,15,CCU → BOM
6F240,INDIGO,DEL,HYD,2026-04-18 15:31:41.704,2026-04-18 19:56:41.704,265.0,False,False,False,2026-04-18,15,DEL → HYD
6F241,INDIGO,DEL,HYD,2026-04-17 18:27:41.704,2026-04-17 19:02:41.704,35.0,False,False,False,2026-04-17,18,DEL → HYD
6F242,INDIGO,BLR,MAA,2026-04-17 21:10:41.704,2026-04-18 01:04:41.704,234.0,True,False,False,2026-04-17,21,BLR → MAA
6F243,INDIGO,BOM,HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,56.0,False,False,False,2026-04-19,9,BOM → HYD
6F244,INDIGO,MAA,CCU,2026-04-18 07:07:41.704,2026-04-18 08:31:41.704,84.0,False,False,False,2026-04-18,7,MAA → CCU
6F245,INDIGO,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,161.0,False,False,False,2026-04-20,15,CCU → BOM
6F246,INDIGO,HYD,DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0,False,False,False,2026-04-19,21,HYD → DEL
6F247,INDIGO,DEL,HYD,2026-04-18 01:27:41.702,2026-04-18 02:45:41.702,78.0,False,False,False,2026-04-18,1,DEL → HYD
6F248,INDIGO,DEL,HYD,2026-04-17 13:25:41.701,2026-04-17 17:36:41.701,251.0,False,False,False,2026-04-17,13,DEL → HYD
6F249,INDIGO,HYD,BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0,False,False,False,2026-04-19,20,HYD → BOM
6F250,UNKNOWN,CCU,BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,33.0,False,False,False,2026-04-20,2,CCU → BLR
6F251,UNKNOWN,DEL,BLR,2026-04-20 22:56:41.703,2026-04-20 23:37:41.703,41.0,False,False,False,2026-04-20,22,DEL → BLR
6F252,UNKNOWN,MAA,BLR,2026-04-18 14:25:41.701,2026-04-18 18:52:41.701,267.0,False,False,False,2026-04-18,14,MAA → BLR
6F253,UNKNOWN,MAA,BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0,False,False,False,2026-04-19,16,MAA → BLR
6F254,AIRLINE 6F,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,215.0,False,False,False,2026-04-20,14,MAA → BLR
6F255,AIRLINE 6F,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,214.0,False,False,False,2026-04-20,11,DEL → BOM
6F256,AIRLINE 6F,BOM,CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0,False,False,False,2026-04-19,18,BOM → CCU
6F257,UNKNOWN,MAA,CCU,2026-04-18 16:04:41.704,2026-04-18 19:55:41.704,231.0,False,False,False,2026-04-18,16,MAA → CCU
6F258,UNKNOWN,BOM,DEL,2026-04-17 13:54:41.703,2026-04-17 16:49:41.703,175.0,False,False,False,2026-04-17,13,BOM → DEL
6F259,AIRLINE 6F,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,71.0,False,False,False,2026-04-20,14,BOM → DEL
6F260,AIRLINE 6F,CCU,DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0,True,False,False,2026-04-19,21,CCU → DEL
6F261,AIRLINE 6F,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,178.0,False,False,False,2026-04-20,14,CCU → DEL
6F262,UNKNOWN,MAA,DEL,2026-04-19 01:44:41.702,2026-04-19 02:47:41.702,63.0,False,False,False,2026-04-19,1,MAA → DEL
6F263,UNKNOWN,DEL,HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,83.0,False,False,False,2026-04-19,7,DEL → HYD
6F264,AIRLINE 6F,DEL,HYD,2026-04-18 14:03:41.701,2026-04-18 18:23:41.701,260.0,False,False,False,2026-04-18,14,DEL → HYD
6F265,AIRLINE 6F,DEL,HYD,2026-04-18 02:27:41.703,2026-04-18 03:24:41.703,57.0,False,False,False,2026-04-18,2,DEL → HYD
6F266,UNKNOWN,CCU,MAA,2026-04-18 09:49:41.703,2026-04-18 11:17:41.703,88.0,False,False,False,2026-04-18,9,CCU → MAA
6F267,UNKNOWN,DEL,MAA,2026-04-18 07:56:41.703,2026-04-18 11:49:41.703,233.0,False,False,False,2026-04-18,7,DEL → MAA
6F268,AIRLINE 6F,DEL,MAA,2026-04-17 20:29:41.701,2026-04-17 21:58:41.701,89.0,False,False,False,2026-04-17,20,DEL → MAA
6F269,UNKNOWN,HYD,MAA,2026-04-19 01:30:41.702,2026-04-19 02:52:41.702,82.0,False,False,False,2026-04-19,1,HYD → MAA
6F270,AIRLINE 6F,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,48.0,False,False,False,2026-04-20,18,HYD → MAA
6F271,AIRLINE 6F,HYD,MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0,False,False,False,2026-04-19,19,HYD → MAA
6F272,AIRLINE 6F,HYD,MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0,True,False,False,2026-04-19,23,HYD → MAA
AI001,AIR INDIA,DEL,HYD,2026-04-18 19:00:41.700,2026-04-18 22:03:41.700,183.0,False,False,False,2026-04-18,19,DEL → HYD
AI002,AIR INDIA,HYD,BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,120.0,False,False,False,2026-04-19,5,HYD → BLR
AI003,AIR INDIA,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,False,False,False,2026-04-19,13,BLR → HYD
AI004,AIR INDIA,HYD,MAA,2026-04-18 13:58:41.701,2026-04-18 18:12:41.701,254.0,False,False,False,2026-04-18,13,HYD → MAA
AI005,AIR INDIA,DEL,CCU,2026-04-18 21:24:41.701,2026-04-18 22:11:41.701,47.0,False,False,False,2026-04-18,21,DEL → CCU
AI006,AIR INDIA,BOM,BLR,2026-04-18 03:04:41.701,2026-04-18 05:54:41.701,170.0,False,False,False,2026-04-18,3,BOM → BLR
AI007,AIR INDIA,MAA,DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,120.00498333333333,False,False,False,2026-04-19,4,MAA → DEL
AI008,AIR INDIA,BOM,CCU,2026-04-18 10:43:41.701,2026-04-18 12:43:42.000,120.00498333333333,False,False,False,2026-04-18,10,BOM → CCU
AI009,AIR INDIA,DEL,CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0,False,False,False,2026-04-20,1,DEL → CCU
AI010,AIR INDIA,BOM,HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0,False,False,False,2026-04-19,15,BOM → HYD
AI011,AIR INDIA,CCU,BOM,2026-04-18 16:58:41.701,2026-04-18 21:01:41.701,243.0,False,False,False,2026-04-18,16,CCU → BOM
AI012,AIR INDIA,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,243.0,False,False,False,2026-04-20,5,BOM → CCU
AI013,AIR INDIA,HYD,BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,77.0,False,False,False,2026-04-19,3,HYD → BLR
AI014,AIR INDIA,HYD,MAA,2026-04-18 10:24:41.701,2026-04-18 13:51:41.701,207.0,False,False,False,2026-04-18,10,HYD → MAA
AI015,AIR INDIA,BLR,CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0,True,False,False,2026-04-19,23,BLR → CCU
AI016,AIR INDIA,BOM,CCU,2026-04-18 14:15:41.701,2026-04-18 18:38:41.701,263.0,False,False,False,2026-04-18,14,BOM → CCU
AI017,AIR INDIA,CCU,BOM,2026-04-18 05:15:41.701,2026-04-18 08:48:41.701,213.0,False,False,False,2026-04-18,5,CCU → BOM
AI018,AIR INDIA,BOM,CCU,2026-04-18 13:12:41.701,2026-04-18 18:04:41.701,292.0,False,False,False,2026-04-18,13,BOM → CCU
AI019,AIR INDIA,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,62.0,False,False,False,2026-04-20,10,BOM → CCU
AI020,AIR INDIA,BOM,BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,148.0,False,False,False,2026-04-19,3,BOM → BLR
AI021,AIR INDIA,DEL,HYD,2026-04-17 21:39:41.701,2026-04-18 01:38:41.701,239.0,True,False,False,2026-04-17,21,DEL → HYD
AI022,AIR INDIA,BOM,MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,115.0,False,False,False,2026-04-19,3,BOM → MAA
AI023,AIR INDIA,HYD,BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,205.0,False,False,False,2026-04-19,6,HYD → BLR
AI024,AIR INDIA,MAA,BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0,False,False,False,2026-04-19,18,MAA → BOM
AI025,AIR INDIA,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,145.0,False,False,False,2026-04-20,14,HYD → DEL
AI026,AIR INDIA,DEL,BOM,2026-04-18 14:14:41.701,2026-04-18 15:13:41.701,59.0,False,False,False,2026-04-18,14,DEL → BOM
AI027,AIR INDIA,BOM,MAA,2026-04-18 19:41:41.701,2026-04-18 23:23:41.701,222.0,False,False,False,2026-04-18,19,BOM → MAA
AI028,AIR INDIA,HYD,BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,42.0,False,False,False,2026-04-19,7,HYD → BOM
AI029,AIR INDIA,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,264.0,False,False,False,2026-04-20,13,MAA → DEL
AI030,AIR INDIA,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,199.0,False,False,False,2026-04-20,13,CCU → HYD
AI031,AIR INDIA,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,186.0,False,False,False,2026-04-20,13,DEL → MAA
AI032,AIR INDIA,MAA,BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,120.00498333333333,False,False,False,2026-04-19,7,MAA → BLR
AI033,AIR INDIA,MAA,CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,296.0,False,False,False,2026-04-19,5,MAA → CCU
AI034,AIR INDIA,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,283.0,False,False,False,2026-04-20,5,DEL → BOM
AI035,AIR INDIA,DEL,MAA,2026-04-17 23:17:41.701,2026-04-18 00:48:41.701,91.0,True,False,False,2026-04-17,23,DEL → MAA
AI036,AIR INDIA,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,False,False,False,2026-04-19,14,BOM → CCU
AI037,AIR INDIA,BOM,BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,239.0,False,False,False,2026-04-19,11,BOM → BLR
AI038,AIR INDIA,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,279.0,False,False,False,2026-04-20,11,HYD → MAA
AI039,AIR INDIA,MAA,BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0,False,False,False,2026-04-19,15,MAA → BLR
AI040,AIR INDIA,HYD,BLR,2026-04-18 21:01:41.701,2026-04-18 22:42:41.701,101.0,False,False,False,2026-04-18,21,HYD → BLR
AI041,AIR INDIA,BOM,BLR,2026-04-18 14:08:41.701,2026-04-18 15:59:41.701,111.0,False,False,False,2026-04-18,14,BOM → BLR
AI042,AIR INDIA,CCU,DEL,2026-04-18 09:53:41.701,2026-04-18 10:57:41.701,64.0,False,False,False,2026-04-18,9,CCU → DEL
AI043,AIR INDIA,CCU,DEL,2026-04-19 00:28:41.701,2026-04-19 04:37:41.701,249.0,False,False,False,2026-04-19,0,CCU → DEL
AI044,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,213.0,False,False,False,2026-04-20,9,MAA → BLR
AI045,AIR INDIA,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,False,False,False,2026-04-19,11,HYD → MAA
AI046,UNKNOWN,DEL,BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,171.0,False,False,False,2026-04-19,5,DEL → BOM
AI047,AIR INDIA,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,47.0,False,False,False,2026-04-20,6,CCU → MAA
AI048,AIR INDIA,CCU,DEL,2026-04-20 22:23:41.701,2026-04-21 02:15:41.701,232.0,True,False,False,2026-04-20,22,CCU → DEL
AI049,AIR INDIA,CCU,MAA,2026-04-18 13:35:41.701,2026-04-18 15:48:41.701,133.0,False,False,False,2026-04-18,13,CCU → MAA
AI050,AIR INDIA,BLR,BOM,2026-04-18 17:07:41.701,2026-04-18 19:42:41.701,155.0,False,False,False,2026-04-18,17,BLR → BOM
AI051,AIR INDIA,MAA,BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0,False,False,False,2026-04-20,1,MAA → BLR
AI052,AIR INDIA,CCU,MAA,2026-04-17 13:06:41.701,2026-04-17 15:42:41.701,156.0,False,False,False,2026-04-17,13,CCU → MAA
AI053,AIR INDIA,CCU,DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0,False,False,False,2026-04-19,18,CCU → DEL
AI054,AIR INDIA,HYD,CCU,2026-04-18 03:44:41.701,2026-04-18 08:10:41.701,266.0,False,False,False,2026-04-18,3,HYD → CCU
AI055,AIR INDIA,CCU,BOM,2026-04-18 14:39:41.701,2026-04-18 16:18:41.701,99.0,False,False,False,2026-04-18,14,CCU → BOM
AI056,AIR INDIA,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,235.0,False,False,False,2026-04-20,13,DEL → MAA
AI057,AIR INDIA,BOM,CCU,2026-04-18 15:53:41.701,2026-04-18 19:22:41.701,209.0,False,False,False,2026-04-18,15,BOM → CCU
AI058,AIR INDIA,BOM,CCU,2026-04-20 22:40:41.701,2026-04-21 00:18:41.701,98.0,True,False,False,2026-04-20,22,BOM → CCU
AI059,AIR INDIA,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,147.0,False,False,False,2026-04-20,9,CCU → DEL
AI060,AIR INDIA,DEL,HYD,2026-04-20 21:58:41.701,2026-04-20 23:51:41.701,113.0,False,False,False,2026-04-20,21,DEL → HYD
AI061,AIR INDIA,BOM,CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0,True,False,False,2026-04-19,23,BOM → CCU
AI062,AIR INDIA,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,36.0,False,False,False,2026-04-20,6,MAA → DEL
AI063,AIR INDIA,HYD,BLR,2026-04-18 07:03:41.701,2026-04-18 11:26:41.701,263.0,False,False,False,2026-04-18,7,HYD → BLR
AI064,AIR INDIA,BLR,MAA,2026-04-17 18:24:41.701,2026-04-17 20:07:41.701,103.0,False,False,False,2026-04-17,18,BLR → MAA
AI065,AIR INDIA,MAA,BLR,2026-04-18 00:09:41.701,2026-04-18 05:00:41.701,291.0,False,False,False,2026-04-18,0,MAA → BLR
AI066,AIR INDIA,HYD,MAA,2026-04-17 21:51:41.701,2026-04-18 00:11:41.701,140.0,True,False,False,2026-04-17,21,HYD → MAA
AI067,AIR INDIA,HYD,DEL,2026-04-18 23:36:41.701,2026-04-19 03:09:41.701,213.0,True,False,False,2026-04-18,23,HYD → DEL
AI068,AIR INDIA,BOM,BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666,False,False,False,2026-04-20,2,BOM → BLR
AI069,UNKNOWN,DEL,BOM,2026-04-20 22:43:41.702,2026-04-21 02:29:41.702,226.0,True,False,False,2026-04-20,22,DEL → BOM
AI070,AIR INDIA,CCU,DEL,2026-04-19 00:05:41.702,2026-04-19 01:44:41.702,99.0,False,False,False,2026-04-19,0,CCU → DEL
AI071,AIR INDIA,BOM,MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0,False,False,False,2026-04-19,19,BOM → MAA
AI072,AIR INDIA,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,58.0,False,False,False,2026-04-20,15,BLR → CCU
AI073,AIR INDIA,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,False,False,False,2026-04-19,14,BOM → BLR
AI074,AIR INDIA,CCU,BOM,2026-04-18 12:03:41.702,2026-04-18 12:50:41.702,47.0,False,False,False,2026-04-18,12,CCU → BOM
AI075,AIR INDIA,CCU,DEL,2026-04-17 13:51:41.702,2026-04-17 16:49:41.702,178.0,False,False,False,2026-04-17,13,CCU → DEL
AI076,AIR INDIA,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,False,False,False,2026-04-19,15,BLR → BOM
AI077,AIR INDIA,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,66.0,False,False,False,2026-04-20,13,CCU → HYD
AI078,AIR INDIA,DEL,BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,270.0,False,False,False,2026-04-20,8,DEL → BOM
AI079,AIR INDIA,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,135.0,False,False,False,2026-04-20,11,CCU → BLR
AI080,AIR INDIA,BOM,HYD,2026-04-20 23:03:41.702,2026-04-21 00:35:41.702,92.0,True,False,False,2026-04-20,23,BOM → HYD
AI081,AIR INDIA,CCU,BOM,2026-04-17 21:03:41.702,2026-04-17 22:51:41.702,108.0,False,False,False,2026-04-17,21,CCU → BOM
AI082,AIR INDIA,DEL,CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0,False,False,False,2026-04-20,3,DEL → CCU
AI083,AIR INDIA,DEL,BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0,False,False,False,2026-04-19,12,DEL → BOM
AI084,AIR INDIA,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,75.0,False,False,False,2026-04-20,8,BOM → HYD
AI085,AIR INDIA,DEL,HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0,False,False,False,2026-04-19,15,DEL → HYD
AI086,AIR INDIA,CCU,HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,176.0,False,False,False,2026-04-19,7,CCU → HYD
AI087,AIR INDIA,MAA,DEL,2026-04-17 16:32:41.702,2026-04-17 20:30:41.702,238.0,False,False,False,2026-04-17,16,MAA → DEL
AI088,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,216.0,False,False,False,2026-04-20,6,MAA → DEL
AI089,AIR INDIA,CCU,BOM,2026-04-18 04:05:41.702,2026-04-18 04:47:41.702,42.0,False,False,False,2026-04-18,4,CCU → BOM
AI090,AIR INDIA,MAA,CCU,2026-04-18 13:37:41.702,2026-04-18 16:11:41.702,154.0,False,False,False,2026-04-18,13,MAA → CCU
AI091,AIR INDIA,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,263.0,False,False,False,2026-04-20,10,CCU → MAA
AI092,AIR INDIA,CCU,BOM,2026-04-18 13:36:41.702,2026-04-18 16:20:41.702,164.0,False,False,False,2026-04-18,13,CCU → BOM
AI093,AIR INDIA,BOM,BLR,2026-04-17 12:35:41.702,2026-04-17 17:28:41.702,293.0,False,False,False,2026-04-17,12,BOM → BLR
AI094,AIR INDIA,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,60.00496666666666,False,False,False,2026-04-20,14,DEL → BLR
